Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
16;1002136;Поступление зарплаты на счет;Ремонт;1;0.49;женский;1;0;высшее;специалист;>250;0;47;35;Другое;ООО;разведен / разведена;0;0;0;0;0;0;0;0;0;0;0.5;1;1;51;2;0;1;30;30;0;0;0;0;0;0;0
16;1002156;Форма банка (без печати работодателя);Покупка автомобиля;1;0.53;женский;0;0;высшее;менеджер среднего звена;>250;0;66;39;Торговля;ООО;женат / замужем;3;2;1;1;0;0.0144927536;1;1;1;0;0.7142857143;5;2;68;7;1;0;2;36;1;0;0;0;0;0;0
16;1002176;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.15;мужской;1;0;высшее;менеджер высшего звена;< 50;0;234;53;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;1;0;30;1;1;0;85;85;0;0;0;0;0;0;0
16;1002196;Форма банка (без печати работодателя);Отпуск;1;0.4;женский;1;0;высшее;специалист;< 50;0;49;41;Другое;ООО;холост / не замужем;2;1;1;1;1;0.036809816;1;0;0;0;0.4;2;3;157;5;1;0;11;85;1;0;0;0;0;0;0
16;1002216;Поступление зарплаты на счет;Покупка бытовой техники;1;0.22;женский;0;0;высшее;специалист;>250;0;12;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002236;Поступление зарплаты на счет;Ремонт;0;0.56;женский;1;0;высшее;специалист;>250;0;35;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002256;2НДФЛ;Покупка автомобиля;0;0.43;мужской;0;0;высшее;менеджер среднего звена;>250;0;354;50;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002276;2НДФЛ;Ремонт;1;0.49;женский;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002296;Форма банка (без печати работодателя);Другое;1;0.23;женский;0;0;высшее;вспомогательный персонал;>250;0;22;26;Другое;ООО;холост / не замужем;2;1;1;0;0;0;0;0;0;0;0.3333333333;1;2;41;3;1;0;27;44;0;0;0;0;0;0;0
16;1002316;Форма банка (без печати работодателя);Ремонт;0;0.27;мужской;1;0;незаконченное высшее;специалист;< 50;0;98;30;Другое;ООО;женат / замужем;2;1;1;1;0;0.0377358491;1;0;0;0;0.25;1;3;51;4;1;0;6;40;1;0;0;0;0;0;0
16;1002336;Поступление зарплаты на счет;Обучение;1;0.38;женский;1;0;среднее-специальное;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002356;Форма банка (без печати работодателя);Покупка автомобиля;0;0.21;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002376;2НДФЛ;Покупка автомобиля;1;0.56;женский;0;0;высшее;менеджер среднего звена;>250;0;15;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002396;2НДФЛ;Ремонт;0;0.49;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;8;53;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002416;Поступление зарплаты на счет;Обучение;1;0.55;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002436;2НДФЛ;Ремонт;1;0.45;мужской;0;0;высшее;специалист;< 50;0;227;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002456;2НДФЛ;Покупка автомобиля;0;0.55;женский;0;0;высшее;менеджер среднего звена;< 50;0;295;51;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002476;Форма банка (без печати работодателя);Покупка бытовой техники;0;0.15;мужской;2;0;высшее;специалист;>250;0;26;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002496;2НДФЛ;Покупка автомобиля;0;0.22;женский;0;0;второе высшее;вспомогательный персонал;>250;3;45;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002516;Форма банка (без печати работодателя);Другое;1;0.25;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002536;Форма банка (без печати работодателя);Покупка бытовой техники;0;0.09;мужской;0;1;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002556;Форма банка (без печати работодателя);Покупка бытовой техники;0;0.05;женский;1;0;высшее;специалист;>250;0;65;27;Торговля;ООО;женат / замужем;0;0;0;0;0;0.1428571429;0;0;0;0;0;0;3;36;3;0;2;12;35;1;0;0;0;0;0;0
16;1002576;Форма банка (без печати работодателя);Ремонт;0;0.56;мужской;2;0;среднее-специальное;менеджер высшего звена;< 50;0;24;54;Другое;ООО;женат / замужем;1;1;1;1;1;0.0595238095;1;0;0;0;0.625;5;3;158;8;4;1;11;100;1;0;0;0;0;0;0
16;1002596;Поступление зарплаты на счет;Покупка автомобиля;0;0.17;женский;1;0;высшее;специалист;>250;0;66;39;Торговля;ООО;женат / замужем;1;1;1;0;0;0.0652173913;0;0;0;0;0.25;1;3;86;4;0;2;21;46;1;0;0;0;0;0;0
16;1002616;Форма банка (без печати работодателя);Ремонт;0;0.28;женский;0;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002636;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;0;0;среднее-специальное;специалист;>250;0;9;40;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002656;2НДФЛ;Покупка автомобиля;1;0.4;женский;1;0;высшее;специалист;>250;0;45;35;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002676;Форма банка (без печати работодателя);Ремонт;1;0.48;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;9;44;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002696;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;среднее-специальное;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002716;Свободная форма с печатью работодателя;Отпуск;1;0.39;мужской;2;0;среднее;менеджер среднего звена;>250;0;8;40;Другое;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;1;2;0;15;2;1;0;13;13;0;0;0;0;0;0;0
16;1002736;Поступление зарплаты на счет;Ремонт;1;0.54;женский;0;0;высшее;специалист;>250;0;23;27;Торговля;ООО;холост / не замужем;2;2;2;1;1;0.0571428571;0;0;0;0;1;2;0;33;2;1;0;13;20;1;0;0;0;0;0;0
16;1002756;Форма банка (без печати работодателя);Ремонт;1;0.07;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;7;27;Другое;ООО;холост / не замужем;0;0;0;0;0;0.3137254902;1;0;0;0;0.6666666667;2;1;35;3;0;0;38;51;1;0;0;0;0;0;0
16;1002776;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;среднее;менеджер среднего звена;>250;0;172;34;Другое;ОАО;холост / не замужем;3;2;0;0;0;0.0138888889;0;1;1;0;1;4;0;71;4;4;0;2;27;1;0;0;0;0;0;0
16;1002796;Форма банка (без печати работодателя);Покупка автомобиля;1;0.2;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002816;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.54;мужской;0;0;высшее;специалист;< 50;0;124;55;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002836;2НДФЛ;Покупка недвижимости/ строительство;1;0.47;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;108;55;Другое;ОАО;женат / замужем;1;0;0;0;0;0.5269709544;0;0;0;0;0.4444444444;5;4;114;9;4;3;27;117;1;1;1;1;1;1;1
16;1002856;2НДФЛ;Ремонт;1;0.22;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;34;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002876;Поступление зарплаты на счет;Покупка мебели;0;0.22;женский;1;0;высшее;специалист;>250;0;18;39;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0731707317;1;0;0;0;0;0;5;38;5;0;2;30;97;1;0;0;0;0;0;0
16;1002896;2НДФЛ;Покупка земли;0;0.59;мужской;1;0;высшее;менеджер среднего звена;>250;3;181;32;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002916;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;менеджер среднего звена;>250;0;38;53;Другое;ЗАО;холост / не замужем;2;2;2;0;0;0.0428571429;0;2;0;0;0.5555555556;5;4;67;9;3;4;3;32;1;0;0;0;0;0;0
16;1002936;Форма банка (без печати работодателя);Обучение;1;0.29;мужской;0;0;высшее;рабочий;>250;0;43;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002956;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;0;0;высшее;менеджер среднего звена;< 50;0;6;46;Торговля;ООО;разведен / разведена;1;1;1;1;1;0;1;1;0;0;1;1;0;7;1;1;0;5;5;0;0;0;0;0;0;0
16;1002976;Форма банка (без печати работодателя);Ремонт;0;0.55;женский;1;0;высшее;менеджер среднего звена;>250;0;171;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1002996;2НДФЛ;Ремонт;1;0.15;мужской;1;0;высшее;рабочий;>250;1;29;26;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.1666666667;1;5;47;6;1;4;3;20;0;0;0;0;0;0;0
16;1003016;Форма банка (без печати работодателя);Ремонт;1;0.06;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;167;54;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1003036;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.49;мужской;1;0;высшее;менеджер среднего звена;< 50;3;10;47;Торговля;ООО;женат / замужем;0;0;0;0;0;;0;1;0;0;1;1;0;0;1;0;0;4;4;0;0;0;0;0;0;0
16;1003056;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.21;мужской;0;0;высшее;менеджер среднего звена;>250;0;31;29;Информационные технологии;ООО;женат / замужем;3;1;1;0;0;0;0;0;0;0;1;1;0;6;1;0;0;7;7;0;0;0;0;0;0;0
16;1003076;2НДФЛ;Покупка недвижимости/ строительство;1;0.38;мужской;0;0;высшее;менеджер высшего звена;< 50;0;8;32;Другое;ООО;разведен / разведена;2;2;0;0;0;0;1;0;0;0;0;0;3;10;3;0;0;22;98;0;0;0;0;0;0;0
16;1003096;Поступление зарплаты на счет;Покупка автомобиля;1;0.21;мужской;0;0;среднее;рабочий;>250;0;52;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1003116;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.22;женский;0;0;высшее;специалист;< 50;0;17;32;Другое;ООО;разведен / разведена;0;0;0;0;0;0.0128205128;0;0;0;0;0.4;2;3;77;5;0;1;9;54;1;0;0;0;0;0;0
16;1003136;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;1;0;высшее;менеджер среднего звена;< 50;0;70;40;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1003156;Поступление зарплаты на счет;Ремонт;0;0.49;женский;0;0;высшее;менеджер среднего звена;>250;0;26;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1003176;Поступление зарплаты на счет;Ремонт;1;0.46;женский;1;0;среднее;рабочий;>250;0;6;50;Торговля;ЗАО;гражданский брак;1;1;1;1;1;0;0;0;0;0;0.5;1;1;14;2;0;0;35;35;0;0;0;0;0;0;0
16;1003196;2НДФЛ;Ремонт;0;0.34;мужской;0;0;высшее;менеджер среднего звена;>250;1;104;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1003216;Поступление зарплаты на счет;Покупка автомобиля;0;0.07;мужской;0;2;высшее;менеджер высшего звена;>250;0;66;39;Другое;Иная форма;женат / замужем;0;0;0;0;0;0.0952380952;1;0;0;0;0;0;4;38;4;0;2;7;89;1;0;0;0;0;0;0
16;1003236;Поступление зарплаты на счет;Ремонт;1;0.43;женский;0;0;высшее;специалист;>250;0;7;28;Информационные технологии;ООО;холост / не замужем;1;1;0;0;0;0.9206349206;0;0;0;0;0;0;3;5;3;0;0;34;37;1;1;1;1;1;1;1
16;1003256;2НДФЛ;Покупка автомобиля;0;0.29;мужской;1;0;высшее;менеджер среднего звена;>250;0;20;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1003276;Поступление зарплаты на счет;Покупка автомобиля;1;0.35;мужской;2;0;высшее;менеджер среднего звена;>250;0;11;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1003296;Поступление зарплаты на счет;Ремонт;1;0.33;мужской;0;0;среднее-специальное;рабочий;>250;0;222;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1003316;2НДФЛ;Ремонт;1;0.13;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;17;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1003336;2НДФЛ;Ремонт;0;0.27;женский;0;0;высшее;менеджер среднего звена;>250;0;40;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1003356;Форма банка (без печати работодателя);Ремонт;0;0.55;женский;0;0;высшее;специалист;< 50;0;70;40;Другое;Иная форма;женат / замужем;0;0;0;0;0;0.03125;1;0;0;0;0.3333333333;2;4;93;6;2;0;21;76;1;0;0;0;0;0;0
